Oper,DataType,Code,#Operand,#Result,Latency,Throughput,UMC28-Area (um2),UMC28-Power (uW),VU9P-TotalLUTs,VU9P-LogicLUTs,VU9P-LUTRAMs,VU9P-SRLs,VU9P-FFs,VU9P-RAMB36,VU9P-RAMB18,VU9P-URAM,VU9P-DSPBlocks,Notes
UI8ToUI64,I64x4,1732,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
nnMulAdd,I32x4,1733,3,1,1,1,,,538,538,0,0,0,0,0,0,16,
Mul,U8x4,1734,2,1,1,1,,,302,302,0,0,0,0,0,0,0,
LNot,U8x2,1735,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
Div,U16x4,1736,2,1,1,1,,,1130,1130,0,0,0,0,0,0,0,
LOr,U8,1737,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
LXor,I8x2,1738,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
GE,I32x4,1739,2,1,1,1,,,67,67,0,0,0,0,0,0,0,
UI16ToSI8,U32,1740,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
npMulAdd,I8x8,1741,3,1,1,1,,,700,700,0,0,0,0,0,0,0,
LT,U64x2,1742,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
GT,I32x2,1743,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
Add,U16x8,1744,2,1,1,1,,,193,193,0,0,0,0,0,0,0,
LE,U8x2,1745,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
LShf,I16,1746,2,1,1,1,,,36,36,0,0,0,0,0,0,0,
SI32ToSI8,I64x4,1747,1,1,1,1,,,24,24,0,0,0,0,0,0,0,
UI8ToSI8,I32,1748,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToSI32,I64x4,1749,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Add,U32,1750,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
FEQ,H16x2,1751,2,1,1,1,,,189,189,0,0,0,0,0,0,0,
SI8ToUI8,U16x8,1752,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
H16ToSI8,H16x4,1753,1,1,1,1,,,387,387,0,0,0,0,0,0,0,
Cat,I16,1754,2,1,1,1,,,9,9,0,0,0,0,0,0,0,
FpnMulAdd,F32x2,1755,3,1,1,1,,,2487,2487,0,0,0,0,0,0,4,
nnMulAdd,I16x4,1756,3,1,1,1,,,46,46,0,0,0,0,0,0,4,
D64ToSI32,D64,1757,1,1,1,1,,,596,596,0,0,0,0,0,0,0,
LXor,I8,1758,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
F32ToUI16,F32x4,1759,1,1,1,1,,,814,814,0,0,0,0,0,0,0,
FGE,F32,1760,2,1,1,1,,,232,232,0,0,0,0,0,0,0,
UI8ToUI32,I64x8,1761,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
GT,I8x8,1762,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
SI16ToSI8,U64x8,1763,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
FMul,F32x8,1764,2,1,1,1,,,3918,3918,0,0,0,0,0,0,16,
SI16ToSI8,I32,1765,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
nnMulAdd,I8x4,1766,3,1,1,1,,,394,394,0,0,0,0,0,0,0,
LT,I8,1767,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
D64ToSI16,D64x4,1768,1,1,1,1,,,1734,1734,0,0,0,0,0,0,0,
UI32ToF32,F32,1769,1,1,1,1,,,129,129,0,0,0,0,0,0,0,
Div,U32,1770,2,1,1,1,,,1079,1079,0,0,0,0,0,0,0,
LOr,U16,1771,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
LT,I32x4,1772,2,1,1,1,,,67,67,0,0,0,0,0,0,0,
H16ToSI32,F32x2,1773,1,1,1,1,,,279,279,0,0,0,0,0,0,0,
Add,U64x2,1774,2,1,1,1,,,193,193,0,0,0,0,0,0,0,
UI32ToD64,D64x4,1775,1,1,1,1,,,507,507,0,0,0,0,0,0,0,
FixedCos,I64,1776,1,1,1,1,,,274,274,0,0,0,0,0,0,0,
LT,U16x2,1777,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
SI8ToUI8,I8,1778,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI8ToSI8,U64x2,1779,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FpnMulAdd,H16,1780,3,1,1,1,,,703,703,0,0,0,0,0,0,1,
Sub,I16x2,1781,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
SI8ToSI32,I32x8,1782,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI32ToUI8,U64x2,1783,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
FGE,F32x2,1784,2,1,1,1,,,484,484,0,0,0,0,0,0,0,
SI32ToUI16,U32x8,1785,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
FAdd,H16x4,1786,2,1,1,1,,,1575,1575,0,0,0,0,0,0,0,
NE,I64x2,1787,2,1,1,1,,,46,46,0,0,0,0,0,0,0,
Select,I8,1788,3,1,1,1,,,9,9,0,0,0,0,0,0,0,
GE,U64x4,1789,2,1,1,1,,,131,131,0,0,0,0,0,0,0,
BAnd,bitwise,1790,2,1,1,1,,,64,64,0,0,0,0,0,0,0,
Cat,U8x8,1791,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
SI16ToSI8,I64x4,1792,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
SI8ToUI32,I32,1793,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LE,U64x2,1794,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
GE,U16,1795,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
LXor,U16x2,1796,2,1,1,1,,,14,14,0,0,0,0,0,0,0,
SI32ToUI32,I32x2,1797,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Select,U32x4,1798,3,1,1,1,,,129,129,0,0,0,0,0,0,0,
LShf,U32x8,1799,2,1,1,1,,,673,673,0,0,0,0,0,0,0,
UI16ToUI8,U64x2,1800,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
pnMulAdd,U32x2,1801,3,1,1,1,,,269,269,0,0,0,0,0,0,8,
FGE,D64,1802,2,1,1,1,,,572,572,0,0,0,0,0,0,0,
SI16ToSI32,U32x2,1803,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI8ToSI16,I32x2,1804,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
D64ToSI32,D64x4,1805,1,1,1,1,,,2332,2332,0,0,0,0,0,0,0,
LAnd,U64x4,1806,2,1,1,1,,,141,141,0,0,0,0,0,0,0,
UI32ToSI16,U32x4,1807,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
UI8ToUI16,U32x2,1808,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI16ToSI8,I16x8,1809,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
SI64ToSI32,I64,1810,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
LT,I64,1811,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
FixedCos,I64x2,1812,1,1,1,1,,,547,547,0,0,0,0,0,0,0,
SI8ToH16,H16x4,1813,1,1,1,1,,,102,102,0,0,0,0,0,0,0,
FGT,D64x2,1814,2,1,1,1,,,1196,1196,0,0,0,0,0,0,0,
UI16ToUI8,I32x4,1815,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
SI32ToH16,F32x2,1816,1,1,1,1,,,439,439,0,0,0,0,0,0,0,
Add,U32x8,1817,2,1,1,1,,,385,385,0,0,0,0,0,0,0,
UI32ToSI8,U32x4,1818,1,1,1,1,,,23,23,0,0,0,0,0,0,0,
SI32ToSI16,I32x2,1819,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
UI16ToH16,H16x2,1820,1,1,1,1,,,138,138,0,0,0,0,0,0,0,
SI8ToUI16,I64x4,1821,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
GE,I16x4,1822,2,1,1,1,,,35,35,0,0,0,0,0,0,0,
UI64ToH16,D64,1823,1,1,1,1,,,374,374,0,0,0,0,0,0,0,
H16ToSI8,F32,1824,1,1,1,1,,,96,96,0,0,0,0,0,0,0,
LNot,U64x4,1825,1,1,1,1,,,91,91,0,0,0,0,0,0,0,
UI16ToH16,D64x2,1826,1,1,1,1,,,138,138,0,0,0,0,0,0,0,
D64ToUI16,D64x4,1827,1,1,1,1,,,1760,1760,0,0,0,0,0,0,0,
H16ToUI8,H16,1828,1,1,1,1,,,73,73,0,0,0,0,0,0,0,
ppMulAdd,I8,1829,3,1,1,1,,,76,76,0,0,0,0,0,0,0,
UI32ToSI32,U64x4,1830,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI8ToUI16,I64x2,1831,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI64ToSI8,I64x2,1832,1,1,1,1,,,25,25,0,0,0,0,0,0,0,
FSqrt,D64,1833,2,1,1,1,,,1343,1343,0,0,341,0,0,0,0,
SI64ToUI32,U64x8,1834,1,1,1,1,,,56,56,0,0,0,0,0,0,0,
Mod,U32x2,1835,2,1,1,1,,,2295,2295,0,0,0,0,0,0,0,
SI64ToUI64,I64x2,1836,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToH16,D64x4,1837,1,1,1,1,,,282,282,0,0,0,0,0,0,0,
GE,U8x4,1838,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
UI64ToUI16,U64,1839,1,1,1,1,,,11,11,0,0,0,0,0,0,0,
UI16ToSI16,I32x4,1840,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI16ToUI64,I64x8,1841,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
FDiv,F32x4,1842,2,1,1,1,,,2761,2761,0,0,752,0,0,0,0,
UI32ToF32,D64x4,1843,1,1,1,1,,,507,507,0,0,0,0,0,0,0,
SI16ToF32,D64x8,1844,1,1,1,1,,,562,562,0,0,0,0,0,0,0,
SI16ToD64,D64x4,1845,1,1,1,1,,,282,282,0,0,0,0,0,0,0,
SI16ToF32,F32x2,1846,1,1,1,1,,,141,141,0,0,0,0,0,0,0,
SI16ToSI32,U64x2,1847,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI8ToSI64,I64x8,1848,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
FixedSin,U64,1849,1,1,1,1,,,273,273,0,0,0,0,0,0,0,
LNot,H16,1850,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI32ToH16,D64x8,1851,1,1,1,1,,,1048,1048,0,0,0,0,0,0,0,
UI16ToUI64,U64x2,1852,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
FAdd,D64x2,1853,2,1,1,1,,,4222,4222,0,0,0,0,0,0,0,
SI8ToUI16,I32x4,1854,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
H16ToUI64,D64x8,1855,1,1,1,1,,,1106,1106,0,0,0,0,0,0,0,
pnMulAdd,I8x8,1856,3,1,1,1,,,692,692,0,0,0,0,0,0,0,
FnpMulAdd,D64,1857,3,1,1,1,,,3085,3085,0,0,0,0,0,0,9,
LNot,I64x2,1858,1,1,1,1,,,46,46,0,0,0,0,0,0,0,
npMulAdd,I32,1859,3,1,1,1,,,135,135,0,0,0,0,0,0,4,
H16ToSI32,D64x2,1860,1,1,1,1,,,279,279,0,0,0,0,0,0,0,
FixedSin,U16x4,1861,1,1,1,1,,,269,269,0,0,0,0,0,0,0,
SI32ToD64,D64x4,1862,1,1,1,1,,,889,889,0,0,0,0,0,0,0,
LXor,U16,1863,2,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI8ToF32,D64x8,1864,1,1,1,1,,,172,172,0,0,0,0,0,0,0,
FGT,H16x8,1865,2,1,1,1,,,817,817,0,0,0,0,0,0,0,
UI16ToSI32,U64x4,1866,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
FixedSin,I8x4,1867,1,1,1,1,,,124,124,0,0,0,0,0,0,0,
LXor,U8x2,1868,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
UI16ToUI8,U16x2,1869,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI8ToSI16,I16x8,1870,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI8ToUI32,I64x4,1871,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LNot,U32x8,1872,1,1,1,1,,,57,57,0,0,0,0,0,0,0,
H16ToSI16,F32x2,1873,1,1,1,1,,,260,260,0,0,0,0,0,0,0,
Mul,U8x8,1874,2,1,1,1,,,604,604,0,0,0,0,0,0,0,
SI64ToUI8,I64x2,1875,1,1,1,1,,,25,25,0,0,0,0,0,0,0,
SI32ToF32,D64x4,1876,1,1,1,1,,,889,889,0,0,0,0,0,0,0,
SI32ToUI8,U32x8,1877,1,1,1,1,,,44,44,0,0,0,0,0,0,0,
SI16ToUI16,I32,1878,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI8ToUI32,I32x8,1879,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
GE,U32x4,1880,2,1,1,1,,,67,67,0,0,0,0,0,0,0,
UI32ToUI16,U32x2,1881,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
ppMulAdd,U16x4,1882,3,1,1,1,,,46,46,0,0,0,0,0,0,4,
UI16ToSI16,U32,1883,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
F32ToUI16,D64x2,1884,1,1,1,1,,,422,422,0,0,0,0,0,0,0,
ppMulAdd,I64,1885,3,1,1,1,,,293,293,0,0,0,0,0,0,16,
UI32ToSI32,I32x2,1886,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LT,I32x8,1887,2,1,1,1,,,133,133,0,0,0,0,0,0,0,
FixedCos,U16x4,1888,1,1,1,1,,,273,273,0,0,0,0,0,0,0,
H16ToUI16,H16x4,1889,1,1,1,1,,,494,494,0,0,0,0,0,0,0,
UI16ToUI64,I64,1890,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToUI16,I32,1891,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Sub,U32,1892,2,1,1,1,,,49,49,0,0,0,0,0,0,0,
FnpMulAdd,H16,1893,3,1,1,1,,,697,697,0,0,0,0,0,0,1,
LNot,F32,1894,1,1,1,1,,,8,8,0,0,0,0,0,0,0,
Mul,U32x2,1895,2,1,1,1,,,141,141,0,0,0,0,0,0,8,
SI16ToUI16,U64x2,1896,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LAnd,I64x2,1897,2,1,1,1,,,71,71,0,0,0,0,0,0,0,
RShf,I32x2,1898,2,1,1,1,,,169,169,0,0,0,0,0,0,0,
H16ToSI8,H16x8,1899,1,1,1,1,,,827,827,0,0,0,0,0,0,0,
SI8ToSI32,I32,1900,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
